Entity,Code,Date,Total confirmed cases of COVID-19 per million people (cases per million)
Afghanistan,AFG,"Dec 31, 2019",0
Afghanistan,AFG,"Jan 1, 2020",0
Afghanistan,AFG,"Jan 2, 2020",0
Afghanistan,AFG,"Jan 3, 2020",0
Afghanistan,AFG,"Jan 4, 2020",0
Afghanistan,AFG,"Jan 5, 2020",0
Afghanistan,AFG,"Jan 6, 2020",0
Afghanistan,AFG,"Jan 7, 2020",0
Afghanistan,AFG,"Jan 8, 2020",0
Afghanistan,AFG,"Jan 9, 2020",0
Afghanistan,AFG,"Jan 10, 2020",0
Afghanistan,AFG,"Jan 11, 2020",0
Afghanistan,AFG,"Jan 12, 2020",0
Afghanistan,AFG,"Jan 13, 2020",0
Afghanistan,AFG,"Jan 14, 2020",0
Afghanistan,AFG,"Jan 15, 2020",0
Afghanistan,AFG,"Jan 16, 2020",0
Afghanistan,AFG,"Jan 17, 2020",0
Afghanistan,AFG,"Jan 18, 2020",0
Afghanistan,AFG,"Jan 19, 2020",0
Afghanistan,AFG,"Jan 20, 2020",0
Afghanistan,AFG,"Jan 21, 2020",0
Afghanistan,AFG,"Jan 22, 2020",0
Afghanistan,AFG,"Jan 23, 2020",0
Afghanistan,AFG,"Jan 24, 2020",0
Afghanistan,AFG,"Jan 25, 2020",0
Afghanistan,AFG,"Jan 26, 2020",0
Afghanistan,AFG,"Jan 27, 2020",0
Afghanistan,AFG,"Jan 28, 2020",0
Afghanistan,AFG,"Jan 29, 2020",0
Afghanistan,AFG,"Jan 30, 2020",0
Afghanistan,AFG,"Jan 31, 2020",0
Afghanistan,AFG,"Feb 1, 2020",0
Afghanistan,AFG,"Feb 2, 2020",0
Afghanistan,AFG,"Feb 3, 2020",0
Afghanistan,AFG,"Feb 4, 2020",0
Afghanistan,AFG,"Feb 5, 2020",0
Afghanistan,AFG,"Feb 6, 2020",0
Afghanistan,AFG,"Feb 7, 2020",0
Afghanistan,AFG,"Feb 8, 2020",0
Afghanistan,AFG,"Feb 9, 2020",0
Afghanistan,AFG,"Feb 10, 2020",0
Afghanistan,AFG,"Feb 11, 2020",0
Afghanistan,AFG,"Feb 12, 2020",0
Afghanistan,AFG,"Feb 13, 2020",0
Afghanistan,AFG,"Feb 14, 2020",0
Afghanistan,AFG,"Feb 15, 2020",0
Afghanistan,AFG,"Feb 16, 2020",0
Afghanistan,AFG,"Feb 17, 2020",0
Afghanistan,AFG,"Feb 18, 2020",0
Afghanistan,AFG,"Feb 19, 2020",0
Afghanistan,AFG,"Feb 20, 2020",0
Afghanistan,AFG,"Feb 21, 2020",0
Afghanistan,AFG,"Feb 22, 2020",0
Afghanistan,AFG,"Feb 23, 2020",0
Afghanistan,AFG,"Feb 24, 2020",0
Afghanistan,AFG,"Feb 25, 2020",0.026
Afghanistan,AFG,"Feb 26, 2020",0.026
Afghanistan,AFG,"Feb 27, 2020",0.026
Afghanistan,AFG,"Feb 28, 2020",0.026
Afghanistan,AFG,"Feb 29, 2020",0.026
Afghanistan,AFG,"Mar 1, 2020",0.026
Afghanistan,AFG,"Mar 2, 2020",0.026
Afghanistan,AFG,"Mar 8, 2020",0.103
Afghanistan,AFG,"Mar 11, 2020",0.18
Afghanistan,AFG,"Mar 15, 2020",0.257
Afghanistan,AFG,"Mar 16, 2020",0.411
Afghanistan,AFG,"Mar 17, 2020",0.539
Afghanistan,AFG,"Mar 18, 2020",0.565
Afghanistan,AFG,"Mar 19, 2020",0.565
Afghanistan,AFG,"Mar 20, 2020",0.565
Afghanistan,AFG,"Mar 21, 2020",0.617
Afghanistan,AFG,"Mar 22, 2020",0.617
Afghanistan,AFG,"Mar 23, 2020",0.873
Afghanistan,AFG,"Mar 24, 2020",1.028
Afghanistan,AFG,"Mar 25, 2020",1.079
Afghanistan,AFG,"Mar 26, 2020",1.927
Afghanistan,AFG,"Mar 27, 2020",1.927
Afghanistan,AFG,"Mar 28, 2020",2.338
Afghanistan,AFG,"Mar 29, 2020",2.723
Afghanistan,AFG,"Mar 30, 2020",2.928
Afghanistan,AFG,"Mar 31, 2020",3.622
Afghanistan,AFG,"Apr 1, 2020",4.264
Afghanistan,AFG,"Apr 2, 2020",4.932
Afghanistan,AFG,"Apr 3, 2020",6.037
Afghanistan,AFG,"Apr 4, 2020",6.037
Afghanistan,AFG,"Apr 5, 2020",6.936
Afghanistan,AFG,"Apr 6, 2020",7.681
Afghanistan,AFG,"Apr 7, 2020",8.657
Afghanistan,AFG,"Apr 8, 2020",9.428
Afghanistan,AFG,"Apr 9, 2020",10.866
Afghanistan,AFG,"Apr 10, 2020",12.433
Afghanistan,AFG,"Apr 11, 2020",13.384
Afghanistan,AFG,"Apr 12, 2020",14.257
Afghanistan,AFG,"Apr 13, 2020",15.593
Afghanistan,AFG,"Apr 14, 2020",17.083
Afghanistan,AFG,"Apr 15, 2020",18.341
Afghanistan,AFG,"Apr 16, 2020",20.14
Afghanistan,AFG,"Apr 17, 2020",20.396
Afghanistan,AFG,"Apr 18, 2020",21.707
Afghanistan,AFG,"Apr 19, 2020",23.325
Afghanistan,AFG,"Apr 20, 2020",25.585
Afghanistan,AFG,"Apr 21, 2020",26.485
Afghanistan,AFG,"Apr 22, 2020",28.052
Afghanistan,AFG,"Apr 23, 2020",30.209
Afghanistan,AFG,"Apr 24, 2020",32.907
Afghanistan,AFG,"Apr 25, 2020",34.705
Afghanistan,AFG,"Apr 26, 2020",37.582
Afghanistan,AFG,"Apr 27, 2020",39.329
Afghanistan,AFG,"Apr 28, 2020",43.747
Afghanistan,AFG,"Apr 29, 2020",46.932
Afghanistan,AFG,"Apr 30, 2020",50.066
Afghanistan,AFG,"May 1, 2020",55.769
Afghanistan,AFG,"May 2, 2020",59.982
Afghanistan,AFG,"May 3, 2020",63.424
Afghanistan,AFG,"May 4, 2020",69.461
Afghanistan,AFG,"May 5, 2020",74.342
Afghanistan,AFG,"May 6, 2020",82.819
Afghanistan,AFG,"May 7, 2020",87.134
Afghanistan,AFG,"May 8, 2020",91.527
Afghanistan,AFG,"May 9, 2020",97.05
Afghanistan,AFG,"May 10, 2020",103.601
Afghanistan,AFG,"May 11, 2020",113.08
Afghanistan,AFG,"May 12, 2020",120.401
Afghanistan,AFG,"May 13, 2020",127.593
Afghanistan,AFG,"May 14, 2020",134.247
Afghanistan,AFG,"May 15, 2020",137.149
Afghanistan,AFG,"May 16, 2020",164.456
Afghanistan,AFG,"May 17, 2020",164.456
Afghanistan,AFG,"May 18, 2020",171.186
Afghanistan,AFG,"May 19, 2020",181.667
Afghanistan,AFG,"May 20, 2020",196.592
Afghanistan,AFG,"May 21, 2020",209.231
Afghanistan,AFG,"May 22, 2020",222.871
Afghanistan,AFG,"May 23, 2020",236.743
Africa,,"Dec 31, 2019",0
Africa,,"Jan 1, 2020",0
Africa,,"Jan 2, 2020",0
Africa,,"Jan 3, 2020",0
Africa,,"Jan 4, 2020",0
Africa,,"Jan 5, 2020",0
Africa,,"Jan 6, 2020",0
Africa,,"Jan 7, 2020",0
Africa,,"Jan 8, 2020",0
Africa,,"Jan 9, 2020",0
Africa,,"Jan 10, 2020",0
Africa,,"Jan 11, 2020",0
Africa,,"Jan 12, 2020",0
Africa,,"Jan 13, 2020",0
Africa,,"Jan 14, 2020",0
Africa,,"Jan 15, 2020",0
Africa,,"Jan 16, 2020",0
Africa,,"Jan 17, 2020",0
Africa,,"Jan 18, 2020",0
Africa,,"Jan 19, 2020",0
Africa,,"Jan 20, 2020",0
Africa,,"Jan 21, 2020",0
Africa,,"Jan 22, 2020",0
Africa,,"Jan 23, 2020",0
Africa,,"Jan 24, 2020",0
Africa,,"Jan 25, 2020",0
Africa,,"Jan 26, 2020",0
Africa,,"Jan 27, 2020",0
Africa,,"Jan 28, 2020",0
Africa,,"Jan 29, 2020",0
Africa,,"Jan 30, 2020",0
Africa,,"Jan 31, 2020",0
Africa,,"Feb 1, 2020",0
Africa,,"Feb 2, 2020",0
Africa,,"Feb 3, 2020",0
Africa,,"Feb 4, 2020",0
Africa,,"Feb 5, 2020",0
Africa,,"Feb 6, 2020",0
Africa,,"Feb 7, 2020",0
Africa,,"Feb 8, 2020",0
Africa,,"Feb 9, 2020",0
Africa,,"Feb 10, 2020",0
Africa,,"Feb 11, 2020",0
Africa,,"Feb 12, 2020",0
Africa,,"Feb 13, 2020",0
Africa,,"Feb 14, 2020",0
Africa,,"Feb 15, 2020",0.001
Africa,,"Feb 16, 2020",0.001
Africa,,"Feb 17, 2020",0.001
Africa,,"Feb 18, 2020",0.001
Africa,,"Feb 19, 2020",0.001
Africa,,"Feb 20, 2020",0.001
Africa,,"Feb 21, 2020",0.001
Africa,,"Feb 22, 2020",0.001
Africa,,"Feb 23, 2020",0.001
Africa,,"Feb 24, 2020",0.001
Africa,,"Feb 25, 2020",0.001
Africa,,"Feb 26, 2020",0.001
Africa,,"Feb 27, 2020",0.001
Africa,,"Feb 28, 2020",0.002
Africa,,"Feb 29, 2020",0.002
Africa,,"Mar 1, 2020",0.004
Africa,,"Mar 2, 2020",0.004
Africa,,"Mar 3, 2020",0.007
Africa,,"Mar 4, 2020",0.008
Africa,,"Mar 5, 2020",0.015
Africa,,"Mar 6, 2020",0.022
Africa,,"Mar 7, 2020",0.032
Africa,,"Mar 8, 2020",0.033
Africa,,"Mar 9, 2020",0.062
Africa,,"Mar 10, 2020",0.071
Africa,,"Mar 11, 2020",0.078
Africa,,"Mar 12, 2020",0.088
Africa,,"Mar 13, 2020",0.119
Africa,,"Mar 14, 2020",0.151
Africa,,"Mar 15, 2020",0.178
Africa,,"Mar 16, 2020",0.242
Africa,,"Mar 17, 2020",0.3
Africa,,"Mar 18, 2020",0.368
Africa,,"Mar 19, 2020",0.472
Africa,,"Mar 20, 2020",0.555
Africa,,"Mar 21, 2020",0.727
Africa,,"Mar 22, 2020",0.877
Africa,,"Mar 23, 2020",1.036
Africa,,"Mar 24, 2020",1.296
Africa,,"Mar 25, 2020",1.643
Africa,,"Mar 26, 2020",2.007
Africa,,"Mar 27, 2020",2.445
Africa,,"Mar 28, 2020",2.838
Africa,,"Mar 29, 2020",3.076
Africa,,"Mar 30, 2020",3.453
Africa,,"Mar 31, 2020",3.832
Africa,,"Apr 1, 2020",4.197
Africa,,"Apr 2, 2020",4.661
Africa,,"Apr 3, 2020",5.134
Africa,,"Apr 4, 2020",5.6
Africa,,"Apr 5, 2020",6.296
Africa,,"Apr 6, 2020",6.844
Africa,,"Apr 7, 2020",7.312
Africa,,"Apr 8, 2020",7.85
Africa,,"Apr 9, 2020",8.538
Africa,,"Apr 10, 2020",9.16
Africa,,"Apr 11, 2020",9.661
Africa,,"Apr 12, 2020",10.194
Africa,,"Apr 13, 2020",10.832
Africa,,"Apr 14, 2020",11.406
Africa,,"Apr 15, 2020",12.145
Africa,,"Apr 16, 2020",12.862
Africa,,"Apr 17, 2020",13.672
Africa,,"Apr 18, 2020",14.842
Africa,,"Apr 19, 2020",15.707
Africa,,"Apr 20, 2020",16.637
Africa,,"Apr 21, 2020",17.356
Africa,,"Apr 22, 2020",18.363
Africa,,"Apr 23, 2020",19.16
Africa,,"Apr 24, 2020",20.305
Africa,,"Apr 25, 2020",21.688
Africa,,"Apr 26, 2020",22.614
Africa,,"Apr 27, 2020",23.682
Africa,,"Apr 28, 2020",24.737
Africa,,"Apr 29, 2020",26.057
Africa,,"Apr 30, 2020",27.402
Africa,,"May 1, 2020",28.98
Africa,,"May 2, 2020",30.402
Africa,,"May 3, 2020",31.908
Africa,,"May 4, 2020",33.146
Africa,,"May 5, 2020",35.15
Africa,,"May 6, 2020",36.706
Africa,,"May 7, 2020",38.548
Africa,,"May 8, 2020",40.36
Africa,,"May 9, 2020",43.142
Africa,,"May 10, 2020",45.231
Africa,,"May 11, 2020",47.286
Africa,,"May 12, 2020",49.612
Africa,,"May 13, 2020",51.846
Africa,,"May 14, 2020",54.105
Africa,,"May 15, 2020",56.452
Africa,,"May 16, 2020",58.505
Africa,,"May 17, 2020",60.745
Africa,,"May 18, 2020",63.267
Africa,,"May 19, 2020",65.706
Africa,,"May 20, 2020",68.152
Africa,,"May 21, 2020",70.941
Africa,,"May 22, 2020",74.563
Africa,,"May 23, 2020",77.429
Albania,ALB,"Mar 9, 2020",0.695
Albania,ALB,"Mar 10, 2020",2.085
Albania,ALB,"Mar 11, 2020",3.475
Albania,ALB,"Mar 12, 2020",3.822
Albania,ALB,"Mar 13, 2020",7.992
Albania,ALB,"Mar 14, 2020",11.467
Albania,ALB,"Mar 15, 2020",13.205
Albania,ALB,"Mar 16, 2020",14.594
Albania,ALB,"Mar 17, 2020",17.722
Albania,ALB,"Mar 18, 2020",19.112
Albania,ALB,"Mar 19, 2020",20.502
Albania,ALB,"Mar 20, 2020",24.324
Albania,ALB,"Mar 21, 2020",24.324
Albania,ALB,"Mar 22, 2020",26.409
Albania,ALB,"Mar 23, 2020",30.926
Albania,ALB,"Mar 24, 2020",34.749
Albania,ALB,"Mar 25, 2020",42.741
Albania,ALB,"Mar 26, 2020",50.733
Albania,ALB,"Mar 27, 2020",60.463
Albania,ALB,"Mar 28, 2020",64.633
Albania,ALB,"Mar 29, 2020",68.455
Albania,ALB,"Mar 30, 2020",73.667
Albania,ALB,"Mar 31, 2020",77.49
Albania,ALB,"Apr 1, 2020",84.44
Albania,ALB,"Apr 2, 2020",89.999
Albania,ALB,"Apr 3, 2020",96.254
Albania,ALB,"Apr 4, 2020",105.636
Albania,ALB,"Apr 5, 2020",115.713
Albania,ALB,"Apr 6, 2020",125.443
Albania,ALB,"Apr 7, 2020",131.003
Albania,ALB,"Apr 8, 2020",133.088
Albania,ALB,"Apr 9, 2020",138.995
Albania,ALB,"Apr 10, 2020",142.122
Albania,ALB,"Apr 11, 2020",144.555
Albania,ALB,"Apr 12, 2020",150.462
Albania,ALB,"Apr 13, 2020",154.979
Albania,ALB,"Apr 14, 2020",162.277
Albania,ALB,"Apr 15, 2020",165.057
Albania,ALB,"Apr 16, 2020",171.659
Albania,ALB,"Apr 17, 2020",179.999
Albania,ALB,"Apr 18, 2020",187.296
Albania,ALB,"Apr 19, 2020",190.423
Albania,ALB,"Apr 20, 2020",195.288
Albania,ALB,"Apr 21, 2020",202.933
Albania,ALB,"Apr 22, 2020",211.62
Albania,ALB,"Apr 23, 2020",220.307
Albania,ALB,"Apr 24, 2020",230.384
Albania,ALB,"Apr 25, 2020",235.597
Albania,ALB,"Apr 26, 2020",247.411
Albania,ALB,"Apr 27, 2020",252.276
Albania,ALB,"Apr 28, 2020",255.751
Albania,ALB,"Apr 29, 2020",260.616
Albania,ALB,"Apr 30, 2020",266.176
Albania,ALB,"May 1, 2020",268.608
Albania,ALB,"May 2, 2020",271.735
Albania,ALB,"May 3, 2020",274.168
Albania,ALB,"May 4, 2020",276.253
Albania,ALB,"May 5, 2020",279.033
Albania,ALB,"May 6, 2020",284.94
Albania,ALB,"May 7, 2020",289.11
Albania,ALB,"May 8, 2020",292.585
Albania,ALB,"May 9, 2020",295.365
Albania,ALB,"May 10, 2020",297.449
Albania,ALB,"May 11, 2020",301.619
Albania,ALB,"May 12, 2020",303.009
Albania,ALB,"May 13, 2020",304.399
Albania,ALB,"May 14, 2020",305.789
Albania,ALB,"May 15, 2020",312.044
Albania,ALB,"May 16, 2020",318.299
Albania,ALB,"May 17, 2020",324.206
Albania,ALB,"May 18, 2020",328.723
Albania,ALB,"May 19, 2020",329.418
Albania,ALB,"May 20, 2020",329.766
Albania,ALB,"May 21, 2020",334.978
Albania,ALB,"May 22, 2020",336.716
Albania,ALB,"May 23, 2020",340.885
Algeria,DZA,"Dec 31, 2019",0
Algeria,DZA,"Jan 1, 2020",0
Algeria,DZA,"Jan 2, 2020",0
Algeria,DZA,"Jan 3, 2020",0
Algeria,DZA,"Jan 4, 2020",0
Algeria,DZA,"Jan 5, 2020",0
Algeria,DZA,"Jan 6, 2020",0
Algeria,DZA,"Jan 7, 2020",0
Algeria,DZA,"Jan 8, 2020",0
Algeria,DZA,"Jan 9, 2020",0
Algeria,DZA,"Jan 10, 2020",0
Algeria,DZA,"Jan 11, 2020",0
Algeria,DZA,"Jan 12, 2020",0
Algeria,DZA,"Jan 13, 2020",0
Algeria,DZA,"Jan 14, 2020",0
Algeria,DZA,"Jan 15, 2020",0
Algeria,DZA,"Jan 16, 2020",0
Algeria,DZA,"Jan 17, 2020",0
Algeria,DZA,"Jan 18, 2020",0
Algeria,DZA,"Jan 19, 2020",0
Algeria,DZA,"Jan 20, 2020",0
Algeria,DZA,"Jan 21, 2020",0
Algeria,DZA,"Jan 22, 2020",0
Algeria,DZA,"Jan 23, 2020",0
Algeria,DZA,"Jan 24, 2020",0
Algeria,DZA,"Jan 25, 2020",0
Algeria,DZA,"Jan 26, 2020",0
Algeria,DZA,"Jan 27, 2020",0
Algeria,DZA,"Jan 28, 2020",0
Algeria,DZA,"Jan 29, 2020",0
Algeria,DZA,"Jan 30, 2020",0
Algeria,DZA,"Jan 31, 2020",0
Algeria,DZA,"Feb 1, 2020",0
Algeria,DZA,"Feb 2, 2020",0
Algeria,DZA,"Feb 3, 2020",0
Algeria,DZA,"Feb 4, 2020",0
Algeria,DZA,"Feb 5, 2020",0
Algeria,DZA,"Feb 6, 2020",0
Algeria,DZA,"Feb 7, 2020",0
Algeria,DZA,"Feb 8, 2020",0
Algeria,DZA,"Feb 9, 2020",0
Algeria,DZA,"Feb 10, 2020",0
Algeria,DZA,"Feb 11, 2020",0
Algeria,DZA,"Feb 12, 2020",0
Algeria,DZA,"Feb 13, 2020",0
Algeria,DZA,"Feb 14, 2020",0
Algeria,DZA,"Feb 15, 2020",0
Algeria,DZA,"Feb 16, 2020",0
Algeria,DZA,"Feb 17, 2020",0
Algeria,DZA,"Feb 18, 2020",0
Algeria,DZA,"Feb 19, 2020",0
Algeria,DZA,"Feb 20, 2020",0
Algeria,DZA,"Feb 21, 2020",0
Algeria,DZA,"Feb 22, 2020",0
Algeria,DZA,"Feb 23, 2020",0
Algeria,DZA,"Feb 24, 2020",0
Algeria,DZA,"Feb 25, 2020",0
Algeria,DZA,"Feb 26, 2020",0.023
Algeria,DZA,"Feb 27, 2020",0.023
Algeria,DZA,"Feb 28, 2020",0.023
Algeria,DZA,"Feb 29, 2020",0.023
Algeria,DZA,"Mar 1, 2020",0.068
Algeria,DZA,"Mar 2, 2020",0.068
Algeria,DZA,"Mar 4, 2020",0.114
Algeria,DZA,"Mar 5, 2020",0.274
Algeria,DZA,"Mar 6, 2020",0.388
Algeria,DZA,"Mar 9, 2020",0.456
Algeria,DZA,"Mar 12, 2020",0.456
Algeria,DZA,"Mar 13, 2020",0.57
Algeria,DZA,"Mar 14, 2020",0.593
Algeria,DZA,"Mar 15, 2020",0.844
Algeria,DZA,"Mar 16, 2020",1.095
Algeria,DZA,"Mar 17, 2020",1.323
Algeria,DZA,"Mar 18, 2020",1.368
Algeria,DZA,"Mar 19, 2020",1.642
Algeria,DZA,"Mar 20, 2020",2.052
Algeria,DZA,"Mar 21, 2020",2.326
Algeria,DZA,"Mar 22, 2020",3.17
Algeria,DZA,"Mar 23, 2020",4.584
Algeria,DZA,"Mar 24, 2020",5.245
Algeria,DZA,"Mar 25, 2020",6.02
Algeria,DZA,"Mar 26, 2020",6.887
Algeria,DZA,"Mar 27, 2020",8.369
Algeria,DZA,"Mar 28, 2020",9.327
Algeria,DZA,"Mar 29, 2020",10.353
Algeria,DZA,"Mar 30, 2020",11.653
Algeria,DZA,"Mar 31, 2020",13.318
Algeria,DZA,"Apr 1, 2020",16.328
Algeria,DZA,"Apr 2, 2020",19.315
Algeria,DZA,"Apr 3, 2020",22.485
Algeria,DZA,"Apr 4, 2020",26.704
Algeria,DZA,"Apr 5, 2020",28.528
Algeria,DZA,"Apr 6, 2020",30.102
Algeria,DZA,"Apr 7, 2020",32.451
Algeria,DZA,"Apr 8, 2020",33.477
Algeria,DZA,"Apr 9, 2020",35.849
Algeria,DZA,"Apr 10, 2020",37.992
Algeria,DZA,"Apr 11, 2020",40.159
Algeria,DZA,"Apr 12, 2020",41.618
Algeria,DZA,"Apr 13, 2020",43.648
Algeria,DZA,"Apr 14, 2020",45.221
Algeria,DZA,"Apr 15, 2020",47.205
Algeria,DZA,"Apr 16, 2020",49.258
Algeria,DZA,"Apr 17, 2020",51.721
Algeria,DZA,"Apr 18, 2020",55.141
Algeria,DZA,"Apr 19, 2020",57.809
Algeria,DZA,"Apr 20, 2020",59.953
Algeria,DZA,"Apr 21, 2020",61.983
Algeria,DZA,"Apr 22, 2020",64.103
Algeria,DZA,"Apr 23, 2020",66.361
Algeria,DZA,"Apr 24, 2020",68.573
Algeria,DZA,"Apr 25, 2020",71.31
Algeria,DZA,"Apr 26, 2020",74.251
Algeria,DZA,"Apr 27, 2020",77.125
Algeria,DZA,"Apr 28, 2020",80.203
Algeria,DZA,"Apr 29, 2020",83.214
Algeria,DZA,"Apr 30, 2020",87.752
Algeria,DZA,"May 1, 2020",91.355
Algeria,DZA,"May 2, 2020",94.73
Algeria,DZA,"May 3, 2020",97.945
Algeria,DZA,"May 4, 2020",102.027
Algeria,DZA,"May 5, 2020",105.995
Algeria,DZA,"May 6, 2020",110.328
Algeria,DZA,"May 7, 2020",113.954
Algeria,DZA,"May 8, 2020",118.173
Algeria,DZA,"May 9, 2020",122.437
Algeria,DZA,"May 10, 2020",126.747
Algeria,DZA,"May 11, 2020",130.51
Algeria,DZA,"May 12, 2020",134.341
Algeria,DZA,"May 13, 2020",138.355
Algeria,DZA,"May 14, 2020",142.596
Algeria,DZA,"May 15, 2020",146.906
Algeria,DZA,"May 16, 2020",151.171
Algeria,DZA,"May 17, 2020",155.549
Algeria,DZA,"May 18, 2020",160.065
Algeria,DZA,"May 19, 2020",164.215
Algeria,DZA,"May 20, 2020",168.229
Algeria,DZA,"May 21, 2020",171.991
Algeria,DZA,"May 22, 2020",176.233
Algeria,DZA,"May 23, 2020",180.566
Andorra,AND,"Mar 3, 2020",12.942
Andorra,AND,"Mar 14, 2020",25.885
Andorra,AND,"Mar 16, 2020",64.712
Andorra,AND,"Mar 17, 2020",181.195
Andorra,AND,"Mar 18, 2020",181.195
Andorra,AND,"Mar 19, 2020",685.951
Andorra,AND,"Mar 20, 2020",970.685
Andorra,AND,"Mar 21, 2020",970.685
Andorra,AND,"Mar 22, 2020",1138.937
Andorra,AND,"Mar 23, 2020",1462.499
Andorra,AND,"Mar 24, 2020",1721.349
Andorra,AND,"Mar 25, 2020",2122.565
Andorra,AND,"Mar 26, 2020",2433.184
Andorra,AND,"Mar 27, 2020",2899.113
Andorra,AND,"Mar 28, 2020",3455.64
Andorra,AND,"Mar 29, 2020",3986.281
Andorra,AND,"Mar 30, 2020",4322.785
Andorra,AND,"Mar 31, 2020",4788.714
Andorra,AND,"Apr 1, 2020",4866.369
Andorra,AND,"Apr 2, 2020",5047.564
Andorra,AND,"Apr 3, 2020",5539.377
Andorra,AND,"Apr 4, 2020",5681.745
Andorra,AND,"Apr 5, 2020",6031.191
Andorra,AND,"Apr 6, 2020",6484.178
Andorra,AND,"Apr 7, 2020",6807.74
Andorra,AND,"Apr 8, 2020",7053.647
Andorra,AND,"Apr 9, 2020",7299.553
Andorra,AND,"Apr 10, 2020",7545.46
Andorra,AND,"Apr 11, 2020",7778.425
Andorra,AND,"Apr 12, 2020",8050.217
Andorra,AND,"Apr 13, 2020",8257.296
Andorra,AND,"Apr 14, 2020",8360.836
Andorra,AND,"Apr 15, 2020",8529.088
Andorra,AND,"Apr 16, 2020",8710.283
Andorra,AND,"Apr 17, 2020",8826.765
Andorra,AND,"Apr 18, 2020",9007.96
Andorra,AND,"Apr 19, 2020",9111.499
Andorra,AND,"Apr 20, 2020",9227.982
Andorra,AND,"Apr 21, 2020",9279.752
Andorra,AND,"Apr 22, 2020",9279.752
Andorra,AND,"Apr 23, 2020",9357.406
Andorra,AND,"Apr 24, 2020",9370.349
Andorra,AND,"Apr 25, 2020",9460.946
Andorra,AND,"Apr 26, 2020",9486.831
Andorra,AND,"Apr 27, 2020",9577.428
Andorra,AND,"Apr 28, 2020",9616.256
Andorra,AND,"Apr 29, 2020",9616.256
Andorra,AND,"Apr 30, 2020",9616.256
Andorra,AND,"May 1, 2020",9642.141
Andorra,AND,"May 2, 2020",9655.083
Andorra,AND,"May 3, 2020",9668.026
Andorra,AND,"May 4, 2020",9680.968
Andorra,AND,"May 5, 2020",9706.853
Andorra,AND,"May 6, 2020",9719.796
Andorra,AND,"May 7, 2020",9719.796
Andorra,AND,"May 8, 2020",9732.738
Andorra,AND,"May 9, 2020",9732.738
Andorra,AND,"May 10, 2020",9758.623
Andorra,AND,"May 11, 2020",9771.565
Andorra,AND,"May 12, 2020",9784.508
Andorra,AND,"May 13, 2020",9810.393
Andorra,AND,"May 14, 2020",9836.278
Andorra,AND,"May 15, 2020",9849.22
Andorra,AND,"May 16, 2020",9849.22
Andorra,AND,"May 17, 2020",9849.22
Andorra,AND,"May 18, 2020",9849.22
Andorra,AND,"May 19, 2020",9849.22
Andorra,AND,"May 20, 2020",9849.22
Andorra,AND,"May 21, 2020",9862.163
Andorra,AND,"May 22, 2020",9862.163
Andorra,AND,"May 23, 2020",9862.163
Angola,AGO,"Mar 22, 2020",0.061
Angola,AGO,"Mar 23, 2020",0.061
Angola,AGO,"Mar 24, 2020",0.061
Angola,AGO,"Mar 25, 2020",0.061
Angola,AGO,"Mar 26, 2020",0.061
Angola,AGO,"Mar 27, 2020",0.091
Angola,AGO,"Mar 28, 2020",0.122
Angola,AGO,"Mar 29, 2020",0.122
Angola,AGO,"Mar 30, 2020",0.213
Angola,AGO,"Mar 31, 2020",0.213
Angola,AGO,"Apr 1, 2020",0.213
Angola,AGO,"Apr 2, 2020",0.243
Angola,AGO,"Apr 3, 2020",0.243
Angola,AGO,"Apr 4, 2020",0.243
Angola,AGO,"Apr 5, 2020",0.304
Angola,AGO,"Apr 6, 2020",0.426
Angola,AGO,"Apr 7, 2020",0.487
Angola,AGO,"Apr 8, 2020",0.517
Angola,AGO,"Apr 9, 2020",0.578
Angola,AGO,"Apr 10, 2020",0.578
Angola,AGO,"Apr 11, 2020",0.578
Angola,AGO,"Apr 12, 2020",0.578
Angola,AGO,"Apr 13, 2020",0.578
Angola,AGO,"Apr 14, 2020",0.578
Angola,AGO,"Apr 15, 2020",0.578
Angola,AGO,"Apr 16, 2020",0.578
Angola,AGO,"Apr 17, 2020",0.578
Angola,AGO,"Apr 18, 2020",0.578
Angola,AGO,"Apr 19, 2020",0.73
Angola,AGO,"Apr 20, 2020",0.73
Angola,AGO,"Apr 21, 2020",0.73
Angola,AGO,"Apr 22, 2020",0.73
Angola,AGO,"Apr 23, 2020",0.73
Angola,AGO,"Apr 24, 2020",0.761
Angola,AGO,"Apr 25, 2020",0.761
Angola,AGO,"Apr 26, 2020",0.761
Angola,AGO,"Apr 27, 2020",0.791
Angola,AGO,"Apr 28, 2020",0.822
Angola,AGO,"Apr 29, 2020",0.822
Angola,AGO,"Apr 30, 2020",0.822
Angola,AGO,"May 1, 2020",0.822
Angola,AGO,"May 2, 2020",0.882
Angola,AGO,"May 3, 2020",1.065
Angola,AGO,"May 4, 2020",1.065
Angola,AGO,"May 5, 2020",1.065
Angola,AGO,"May 6, 2020",1.095
Angola,AGO,"May 7, 2020",1.095
Angola,AGO,"May 8, 2020",1.095
Angola,AGO,"May 9, 2020",1.308
Angola,AGO,"May 10, 2020",1.308
Angola,AGO,"May 11, 2020",1.369
Angola,AGO,"May 12, 2020",1.369
Angola,AGO,"May 13, 2020",1.369
Angola,AGO,"May 14, 2020",1.369
Angola,AGO,"May 15, 2020",1.46
Angola,AGO,"May 16, 2020",1.46
Angola,AGO,"May 17, 2020",1.46
Angola,AGO,"May 18, 2020",1.46
